overall	high_tfx	low_tfx
0.91047	0.95202	0.77273
0.87143	0.90476	0.79221
0.91963	0.92708	0.85185
0.91014	0.92500	0.72222
0.89694	0.91111	0.87500
0.88715	0.95046	0.48571
0.88548	0.90435	0.87500
0.86212	0.86898	0.87879
0.86782	0.87609	0.84127
0.88228	0.87908	0.88889
0.88265	0.88485	0.83333
0.91558	0.95238	0.66667
0.92000	0.93734	0.80556
0.89916	0.92500	0.85714
0.88084	0.86981	0.90625
0.89394	0.91136	0.84848
0.85746	0.89394	0.73333
0.90313	0.96273	0.72917
0.90800	0.91729	0.90741
0.86351	0.92014	0.75641
0.84911	0.84656	0.85000
0.88889	0.90000	0.88889
0.88636	0.91071	0.74074
0.88384	0.93122	0.45833
0.87762	0.89583	0.95000
0.90646	0.92500	1.00000
0.87302	0.91964	0.64286
0.87729	0.96053	0.79365
0.86429	0.90625	0.78125
0.87500	0.89258	0.80000
0.91071	0.92857	0.88095
0.86532	0.88089	0.87500
0.94872	0.94412	0.94444
0.84769	0.90303	0.75000
0.86933	0.88235	0.87500
0.91360	0.92500	0.91429
0.91964	0.94444	0.80952
0.79677	0.87143	0.59091
0.85784	0.89130	0.81818
0.87798	0.90703	0.77500
0.89615	0.90023	0.91111
0.89067	0.91429	0.75000
0.81859	0.87427	0.64000
0.82943	0.88820	0.59259
0.94048	0.96667	0.81250
0.88776	0.90588	0.78846
0.83214	0.87415	0.75000
0.95238	0.95833	0.94286
0.83570	0.90865	0.65385
0.91256	0.93281	0.72222
0.86957	0.90107	0.66667
0.88730	0.91515	0.75000
0.92229	0.94412	0.87273
0.90169	0.91515	0.85185
0.87727	0.91667	0.71111
0.75515	0.81053	0.56250
0.88571	0.91576	0.69444
0.88587	0.92328	0.70909
0.83304	0.85042	0.70833
0.87340	0.89619	0.82540
0.88070	0.88889	0.85417
0.90584	0.92570	0.80000
0.86095	0.87500	0.85000
0.84615	0.88235	0.74026
0.86343	0.89167	0.79592
0.82477	0.84571	0.62500
0.89632	0.96429	0.69444
0.90210	0.92398	0.79167
0.86895	0.92690	0.62500
0.87929	0.90789	0.76786
0.90400	0.95062	0.76190
0.87810	0.87500	0.95556
0.89161	0.94518	0.59524
0.87679	0.88000	0.92500
0.88084	0.90341	0.71429
0.91186	0.94737	0.80000
0.85847	0.89367	0.70000
0.91667	0.94709	0.77778
0.86728	0.90667	0.88889
0.88000	0.94444	0.69388
0.91872	0.97187	0.74242
0.83532	0.83471	0.90476
0.91944	0.94398	0.87179
0.87188	0.87187	0.91667
0.89904	0.90476	0.92000
0.88857	0.92157	0.79221
0.77241	0.80588	0.74074
0.85778	0.88571	0.72917
0.91833	0.97368	0.73333
0.83832	0.87059	0.76389
0.90439	0.92398	0.80000
0.92609	0.94373	0.92857
0.92308	0.94097	0.85000
0.87296	0.93818	0.81250
0.91429	0.92424	0.90000
0.90838	0.92917	0.83673
0.94928	0.98291	0.78333
0.91414	0.94958	0.73333
0.90716	0.93301	0.79592
0.88941	0.91346	0.80556
0.95370	0.97381	0.83333
0.86458	0.88542	0.79167
0.86473	0.89687	0.75510
0.90082	0.94737	0.70455
0.86657	0.91036	0.78000
0.81481	0.82843	0.66667
0.98269	0.98913	0.91667
0.84375	0.83750	0.86667
0.89489	0.88770	0.94000
0.86667	0.88529	0.80000
0.85770	0.88070	0.75000
0.91987	0.94688	0.82500
0.93019	0.93629	0.85185
0.82258	0.85000	0.65909
0.88834	0.91558	0.87500
0.84325	0.82353	0.86111
0.92191	0.97059	0.68254
0.85355	0.89048	0.63333
0.89062	0.88688	0.90741
0.93806	0.96667	0.74286
0.94667	0.98580	0.86111
0.79667	0.86842	0.59091
0.91076	0.96000	0.65625
0.88910	0.94074	0.72500
0.90556	0.93750	0.75000
0.92414	0.91383	1.00000
0.88125	0.87772	0.87654
0.89028	0.91967	0.85455
0.89000	0.91848	0.91111
0.85110	0.88012	0.77500
0.89608	0.91000	0.85000
0.91865	0.93333	0.92857
0.85279	0.89474	0.80000
0.89496	0.91529	0.86111
0.88793	0.87143	1.00000
0.89035	0.94762	0.64444
0.93400	0.95798	0.85417
0.87238	0.87171	0.90000
0.89413	0.90909	0.88333
0.85839	0.88581	0.75556
0.77350	0.82222	0.72222
0.93200	0.95833	0.66667
0.88834	0.90588	0.91667
0.88306	0.92381	0.74444
0.85069	0.88421	0.75556
0.86857	0.86580	0.90476
0.82933	0.87879	0.72727
0.83571	0.89796	0.76190
0.88088	0.90374	0.75000
0.88354	0.89783	0.86364
0.77694	0.80114	0.77500
0.82424	0.83918	0.66667
0.91396	0.90461	0.94444
